0.0000000000,-0.0009407088,0.0009448337,0.0033364787,-0.0396830663,-0.0118815796,-0.0058595268
0.0099209547,-0.0009613320,0.0039400714,0.0032184615,-0.0386244617,-0.0108045973,-0.0058672503
0.0197520256,-0.0029496832,0.0078897355,0.0021055236,-0.0279505104,-0.0107220402,-0.0058752396
0.0297139883,-0.0039316104,0.0089119663,0.0019984737,-0.0183246490,-0.0117375031,-0.0058649862
0.0398139954,-0.0029757901,0.0118867485,0.0008792176,-0.0151132764,-0.0138270194,-0.0026645325
0.0498009920,-0.0020041151,0.0109421005,0.0007606044,-0.0065775784,-0.0137519184,-0.0016085892
0.0598709583,-0.0029854460,0.0119100055,-0.0003722415,-0.0012475280,-0.0136925299,0.0005120859
0.0724309683,-0.0039658831,0.0109184524,0.0004657998,-0.0033993628,-0.0126195420,0.0026300978
0.0801270008,-0.0029765053,0.0069999206,0.0033171668,-0.0055549247,-0.0104900785,0.0036804485
0.0899629593,-0.0049000666,0.0049782912,0.0022386804,-0.0055653108,-0.0104629137,0.0068674539
0.0997680426,-0.0049005435,0.0049141455,0.0011780753,-0.0055718366,-0.0094008455,0.0057969955
0.1098179817,-0.0039555714,0.0068305950,0.0020643964,-0.0013041208,-0.0083172051,0.0036622058
0.1201089621,-0.0019883795,0.0048565487,0.0029966130,-0.0002439162,-0.0072434186,0.0036560807
0.1300549507,-0.0019751473,0.0019073406,0.0039008155,-0.0055388119,-0.0115777133,0.0015631022
0.1398999691,-0.0010021016,0.0019224168,0.0028131499,-0.0076781306,-0.0105361510,0.0004962401
0.1498500109,-0.0048964308,0.0018976288,0.0026854768,-0.0077028964,-0.0062884092,-0.0027184617
0.1598609686,-0.0088365357,0.0038562822,0.0045406115,-0.0130328154,-0.0073949527,-0.0027092737
0.1698820591,-0.0077027366,-0.0022269231,0.0052978294,-0.0183873661,-0.0052987784,-0.0027191273
0.1798280478,-0.0047351406,-0.0038786815,0.0058534639,-0.0194792636,-0.0021045832,-0.0027372369
0.1897979975,-0.0017989561,-0.0017696308,0.0038123622,-0.0226638727,-0.0042668036,-0.0027209916
0.1998080015,-0.0008468315,-0.0008279258,0.0034943118,-0.0226252563,-0.0085507650,-0.0037556295
0.2098159790,-0.0008751437,-0.0002812767,0.0040820139,-0.0226604082,-0.0042758584,-0.0037833266
0.2198220491,-0.0008902237,0.0010460963,0.0019879832,-0.0194441080,-0.0063794898,-0.0027095401
0.2298150063,0.0000454501,0.0023062448,0.0048547280,-0.0162419230,-0.0063547222,-0.0027119368
0.2399359941,-0.0019017145,0.0041793021,0.0006049171,-0.0098082600,-0.0095193563,-0.0037588254
0.2497839928,-0.0009579345,0.0042956243,0.0021363988,0.0011663614,-0.0740133896,0.0688943416
0.2597960234,0.0116900522,0.0057457793,0.0020711913,0.0035541514,-0.3629450500,0.4022336900
0.2697019577,-0.0118933003,0.0189294890,0.0187274702,-0.0201581009,-0.4604886472,0.3911964893
0.2797950506,-0.0771224201,0.0075341011,0.0142785804,-0.0207846109,-0.1297794580,0.0671469048
0.2897920609,-0.0544789135,-0.0034595826,-0.0082587702,-0.0012215618,-0.0127146170,-0.0101180542
0.2997850180,0.0127089340,0.0038739755,-0.0028047070,-0.0045461198,-0.0009149491,-0.0016911473
0.3098959923,-0.0127111357,0.0064487304,0.0056169522,-0.0023514079,-0.0094210859,0.0015496535
0.3198169470,0.0000100449,0.0042850613,0.0018704429,-0.0033909734,-0.0126405815,0.0005068928
0.3298480511,-0.0009608552,0.0030326094,0.0027670159,0.0019268272,-0.0115034115,0.0036829787
0.3397719860,0.0000215486,0.0037067416,0.0016927018,-0.0002082298,-0.0115193902,0.0036843100
