0.0000000000,-0.0059032915,-0.0025046652,0.0043705809,0.0431308895,-0.0206571501,-0.0312915444
0.0098090172,0.0040913494,-0.0021221114,0.0083426340,0.0420978479,-0.0238217842,-0.0270456653
0.0197889805,0.0043983432,0.0118889287,0.0093503697,0.0475267023,-0.0333588310,-0.0323608033
0.0299819708,0.0027563097,0.0112601221,0.0094155176,0.0293760896,-0.0313354954,-0.0227964576
0.0400420427,0.0031390907,0.0114662759,0.0065529454,0.0252104774,-0.0408602916,-0.0132431667
0.0500980616,0.0035802247,0.0224422775,0.0027256117,0.0348524526,-0.0438832454,-0.0015673365
0.0610640049,0.0059430571,0.0198703557,0.0018419728,0.0316093341,-0.0396532789,0.0005591310
0.0703819990,0.0053382339,0.0026047493,-0.0009894862,0.0144953299,-0.0355237834,0.0058745341
0.0804680586,0.0066779824,0.0016754979,-0.0077371495,0.0016670162,-0.0335700214,-0.0026146246
0.0903229713,0.0050268294,0.0065304339,-0.0106362598,0.0036787679,-0.0219495837,-0.0132273221
0.1003860235,-0.0016551047,0.0114533156,-0.0057679908,0.0100210328,-0.0166429691,-0.0217217412
0.1104480028,0.0128069641,0.0134296417,-0.0047793877,0.0198044218,0.2692420483,-0.2912783921
0.1205390692,0.0366561972,0.0397304557,0.0011572943,0.0569084883,0.5894268155,-0.7073529959
0.1306060553,-0.0188131966,0.0329039134,-0.0028867617,0.0240083262,0.2756313682,-0.2933997214
0.1406680346,-0.0278525837,0.0044685937,-0.0028992787,-0.0539227985,-0.0245329812,-0.0068435911
0.1507480145,0.0072860839,0.0019054712,0.0079164607,-0.0938592926,0.0208145268,0.0038071889
0.1608519554,-0.0066916673,0.0142254420,0.0128189428,-0.1085845456,-0.0005365689,0.0038007973
0.1708489656,-0.0039431034,0.0126418248,0.0087999208,-0.0872036219,-0.0034500670,0.0165355019
0.1809329987,-0.0091268597,0.0178635567,-0.0037276640,-0.0423504002,-0.0062422585,0.0165233836
0.1910780668,-0.0142216859,0.0191442743,-0.0139212506,-0.0102204299,-0.0176475123,0.0143859303
0.2010509968,-0.0158808716,0.0067740232,-0.0033908382,0.0122279404,-0.0217370633,0.0080071269
0.2111300230,-0.0122930286,-0.0027332006,0.0089496477,0.0229061507,-0.0227533244,0.0005713150
0.2212079763,-0.0048544286,-0.0047998726,0.0127260191,0.0196512621,-0.0174619555,0.0026979155
0.2313619852,-0.0086003570,-0.0013164094,0.0116793020,0.0057567521,-0.0154680470,0.0016406407
0.2414239645,-0.0073566316,-0.0026807559,0.0068345768,-0.0058413940,-0.0293429177,0.0048221196
0.2513929605,-0.0053123115,-0.0060954504,0.0146392090,-0.0239261240,-0.0347648486,0.0111947972
0.2611989975,-0.0112318275,-0.0091999620,0.0176302306,-0.0313216932,-0.0422428027,0.0133160725
0.2713459730,-0.0178881772,-0.0064320788,0.0206474774,-0.0121288234,-0.0398768485,0.0249921679
0.2814249992,-0.0201849826,-0.0126002580,0.0109933121,0.0081583392,-0.0407469049,0.0271101799
0.2916899920,-0.0186970420,-0.0240530558,0.0033175454,-0.0003545098,-0.0429160520,0.0313587226
0.3018749952,-0.0204302259,-0.0207522623,0.0004272566,0.0049213190,-0.0376545787,0.0175567567
0.3118029833,-0.0160797127,-0.0146563612,-0.0082506435,0.0124071976,-0.0397805795,0.0069358042
0.3218410015,-0.0108254133,-0.0240504891,-0.0081322091,0.0006064922,-0.0335034393,0.0090657333
0.3319339752,-0.0107590435,-0.0334697813,-0.0061366451,-0.0154888537,-0.0251967758,0.0027031754
0.3420000076,-0.0114027886,-0.0401427858,-0.0041245120,-0.0380192250,-0.0137344636,0.0005901569
0.3520640135,-0.0118236719,-0.0384135470,-0.0030848279,-0.0423527211,-0.0074195759,-0.0015291867
0.3621259928,-0.0130080460,-0.0217477903,-0.0059195054,-0.0230800882,-0.0136748748,-0.0100299306
0.3722150326,-0.0122738658,-0.0102536194,-0.0067576659,-0.0145111009,-0.0167833176,-0.0100336587
0.3822540045,-0.0134379147,-0.0017932764,-0.0095635550,0.0015185708,-0.0187517926,-0.0079149809
0.3923259974,-0.0048963306,0.0047101267,-0.0084301727,0.0283363368,-0.0322979614,-0.0058049583
0.4023720026,-0.0033936827,0.0019576291,-0.0063257706,0.0240610056,-0.0312542692,-0.0026171545
0.4125120640,-0.0048812954,-0.0104304068,-0.0081203477,-0.0057951622,-0.0336095691,0.0016364463
0.4225310087,-0.0024825064,-0.0171432644,-0.0060368669,-0.0389929824,-0.0233203769,-0.0036617131
0.4325810671,-0.0099375872,-0.0164369270,-0.0108489888,-0.0433381945,-0.0159583353,-0.0079041282
0.4426599741,-0.0046362160,-0.0085293204,-0.0107824700,-0.0315988474,-0.0159059372,-0.0153380102
0.4528089762,-0.0032831458,0.0010032059,-0.0136780636,-0.0263068825,-0.0116291670,-0.0174608137
0.4627890587,-0.0038404195,0.0113985427,-0.0126820104,-0.0113360276,-0.0146884741,-0.0185280778
0.4728300571,-0.0017226367,0.0168080181,-0.0087854760,-0.0199066103,-0.0116008045,-0.0217097551
0.4829399586,0.0003284634,0.0027534331,-0.0028997555,-0.0433551334,-0.0138592320,-0.0110863391
0.4929859638,-0.0014414518,-0.0013710445,-0.0058117402,-0.0529374555,-0.0160582028,-0.0100232055
0.5030660629,-0.0033785729,-0.0034104211,0.0019871697,-0.0701251999,-0.0044735204,-0.0004573309
0.5131390095,-0.0120302020,-0.0065150410,0.0029474602,-0.0659946352,0.0093637323,0.0006103303
0.5232009888,-0.0119805662,-0.0019878296,-0.0068141115,-0.0541693792,0.0009918856,0.0027269442
0.5332570076,-0.0080092726,0.0141897686,-0.0068531525,-0.0135684218,-0.0040004766,-0.0036566532
0.5433380604,-0.0068997471,0.0237460509,-0.0068560732,0.0291425027,-0.0068511236,-0.0100407824
0.5533840656,-0.0098010628,0.0140289105,-0.0009884730,0.0376587585,-0.0046476242,-0.0089800451
0.5634560585,-0.0039389906,-0.0003198495,0.0049266918,0.0142069357,-0.0069689015,-0.0079123182
